,,,,
Time (sec),Yaw_Front_Left (deg),Yaw_Back_Left (deg),Yaw_Back_Right (deg),Yaw_Front_Right (deg)
38.2,173.805253,160.0425062,132.5359817,172.6948495
38.24,173.7884438,160.0515402,132.4979709,172.6892697
38.28,173.7784803,160.0549803,132.4757437,172.6846649
38.32,173.7714254,160.0553676,132.4693343,172.6825243
38.36,173.7650387,160.0554853,132.4661981,172.6814081
38.4,173.7590981,160.055472,132.4635672,172.6804891
38.44,173.7536679,160.0553501,132.4606524,172.6795724
38.48,173.7487266,160.0551382,132.4578235,172.6787687
38.48,173.7487266,160.0551382,132.4578235,172.6787687
38.50124349,173.746378,160.054968,132.4564846,172.6784415
38.52,173.7442846,160.0548259,132.4553832,172.6781691
38.53187826,173.7429817,160.0547206,132.4547,172.6779979
38.56,173.7402106,160.0544321,132.4531662,172.6776901
38.6,173.7364224,160.0539829,132.4510921,172.6772966
38.64,173.7325118,160.0537447,132.4475188,172.6764436
38.68,173.7274168,160.0541105,132.4353695,172.672892
38.72,173.719229,160.051319,132.4186592,172.666335
38.76,173.7070205,160.0445704,132.3998711,172.6570625
38.8,173.6887723,160.0325997,132.3806275,172.6445512
38.84,173.6642912,160.015069,132.3567694,172.6275087
38.88,173.6323473,159.9904214,132.3253097,172.6042153
38.92,173.5937752,159.9595847,132.287153,172.5754322
38.96,173.5466915,159.9205316,132.2434646,172.5402717
39,173.4922911,159.8740105,132.1964227,172.4998657
39.04,173.4296779,159.8188341,132.1482179,172.4538902
39.08,173.3509552,159.7474009,132.1119333,172.399848
39.12,173.2347661,159.6396386,132.0890949,172.3251154
39.16,173.0677552,159.483462,132.0581461,172.2174565
39.2,172.8468791,159.2761414,132.0081793,172.0723889
39.24,172.549667,158.9965501,131.9290118,171.8728533
39.28,172.1816895,158.6517103,131.8276804,171.6225445
39.32,171.7347831,158.2336799,131.7241641,171.3165055
39.36,171.2572253,157.7851196,131.6884412,170.9950107
39.4,170.7819009,157.3366562,131.7438074,170.6793484
39.44,170.3103735,156.8917477,131.9111485,170.3687712
39.48,169.8406119,156.4489516,132.1787849,170.0551378
39.52,169.3736963,156.0093639,132.5449026,169.7325107
39.56,168.907447,155.5698381,133.0303489,169.3910991
39.6,168.4373995,155.1180621,133.6235294,169.0129095
39.64,167.967241,154.6607796,134.3252658,168.5876269
39.68,167.4961778,154.2005084,135.1923235,168.0919046
39.72,167.0167747,153.7324891,136.221057,167.4870125
39.76,166.5369729,153.2663488,137.4432427,166.7294411
39.8,166.0662178,152.8120428,138.9404914,165.7291203
39.84,165.6232431,152.3935798,140.8095667,164.3210548
39.88,165.2687757,152.0797865,143.292034,162.1141189
39.92,164.7694388,151.7500382,145.1307551,159.3596002
39.92643079,164.6275313,151.687255,145.1127363,159.1550442
39.96,164.2152503,151.4843162,144.9703348,158.6457427
40,164.279986,151.3858764,144.9472497,158.619626
40.04,164.4414962,151.4633004,145.0624183,158.7496412
40.08,164.5695174,151.5691037,145.1894459,158.8647893
40.12,164.6632808,151.6575766,145.2892579,158.9551987
40.16,164.7448925,151.7366165,145.3761233,159.036739
40.17,164.7640318,151.7550381,145.396364,159.0558988
40.2,164.8203977,151.8100997,145.4562832,159.1129916
40.24,164.890107,151.8785587,145.5307409,159.1837116
40.28,164.9548158,151.9428563,145.6004251,159.2496963
40.32,165.0151713,152.003535,145.6658391,159.3117152
40.36,165.0700227,152.0586766,145.7253224,159.3681584
40.4,165.1201601,152.1090899,145.7797907,159.4197663
40.44,165.1666191,152.1559372,145.8304328,159.4676481
40.48,165.2102377,152.200215,145.878174,159.5128226
40.52,165.2503364,152.2409283,145.9220568,159.5544911
40.56,165.2866871,152.2776047,145.9617696,159.5921963
40.6,165.3200885,152.3112347,145.9983093,159.6268123
40.64,165.3516943,152.3433376,146.033134,159.6596924
40.68,165.3812523,152.3736005,146.065826,159.6906949
40.69,165.3876186,152.3798747,146.0727767,159.6972282
40.72,165.4077052,152.4004202,146.0949849,159.7183911
40.76,165.431768,152.4246431,146.121488,159.7435309
40.8,165.4543379,152.4474532,146.1464883,159.7671427
40.84,165.4759014,152.4694982,146.1705201,159.7899104
40.88,165.4953676,152.4892419,146.1921337,159.8105179
40.92,165.5127339,152.5066036,146.2113491,159.8288346
40.96,165.5288815,152.5228861,146.2294247,159.8458905
41,165.5443883,152.5387517,146.246965,159.8623965
41,165.5443883,152.5387517,146.246965,159.8623965
41.04,165.558815,152.5535654,146.2632852,159.8779306
41.08,165.5714013,152.5661953,146.2774281,159.8914306
41.12,165.5827596,152.5774621,146.2902112,159.9035767
41.16,165.5936996,152.5884637,146.3026872,159.9153165
41.2,165.6045401,152.5996556,146.3151768,159.9271769
41.24,165.6138229,152.6089942,146.325791,159.9373504
41.28,165.6218999,152.6169994,146.3350821,159.9461872
41.31,165.6279735,152.6231869,146.3422493,159.9528138
41.32,165.6295107,152.624631,146.3439841,159.9545322
41.36,165.6372072,152.6325766,146.3531028,159.9630986
41.4,165.5061188,152.4465639,146.3961923,159.5246267
41.44,165.5793279,152.3590977,146.16612,158.545667
41.48,166.2400913,152.8763819,145.5032778,157.0150414
41.52,167.3738033,153.930854,144.6044415,155.067402
41.56,168.7429442,155.2478835,143.6631522,152.9575955
41.6,170.1861058,156.6378287,142.7659382,150.8088554
41.64,171.6367461,158.021363,141.9421448,148.6490967
41.68,173.067098,159.3795645,141.215096,146.5158363
41.72,173.5365768,159.6018638,140.3192994,144.1609901
41.76,173.6084068,159.5793004,139.292175,141.4414799
41.8,173.5836714,159.5530282,138.3294294,138.5726411
41.84,173.5509241,159.5160152,137.6573334,135.8013437
41.88,173.5159701,159.477416,137.4865975,133.4208786
41.92,173.4843058,159.4418776,137.7914632,131.6275235
41.96,173.4672709,159.4220347,138.3339123,130.7528013
42,173.472264,159.424276,138.951834,130.7556183
42.04,173.4850152,159.4346722,139.5907825,131.1217358
42.08,173.4963565,159.4443181,140.2168103,131.4740851
42.12,173.5066872,159.4536012,140.8490275,131.74049
42.16,173.5199281,159.4666291,141.52253,131.9992571
42.2,173.5408925,159.4879096,142.1659603,132.3113447
42.24,173.5647057,159.5120695,142.7491572,132.6453878
42.28,173.583678,159.5315992,143.330653,132.9571081
42.32,173.5957188,159.5442714,143.9159445,133.2043923
42.36,173.6032167,159.5526004,144.4958622,133.3921516
42.4,173.6118234,159.5622666,145.1030535,133.594658
42.44,173.6210007,159.5723257,145.7263557,133.8006385
42.48,173.6282075,159.580344,146.3436187,133.9821963
42.52,173.6366798,159.5896364,146.9793195,134.1922053
42.56,173.6436856,159.5970982,147.6107704,134.3901826
42.6,173.6493313,159.6031169,148.2358691,134.5757857
42.64,173.6546041,159.6085105,148.858018,134.7566877
42.68,173.6590151,159.6129721,149.4783669,134.9308856
42.72,173.6625725,159.6164783,150.1017197,135.1015548
42.76,173.6645298,159.6182468,150.7316719,135.2653071
42.8,173.6661393,159.6196236,151.3745723,135.4290715
42.84,173.6689954,159.622497,152.0337668,135.6056361
42.88,173.6719982,159.6257528,152.703514,135.7835321
42.92,173.6722447,159.6261326,153.3863456,135.9468946
42.96,173.6724516,159.6269942,154.0906924,136.1165894
43,173.6736638,159.6304676,154.8136711,136.2926901
43.0225,173.6731913,159.6311336,155.2306568,136.3869709
43.04,173.6732793,159.6329279,155.5597141,136.4608096
43.08,173.6734654,159.6378976,156.3323608,136.6438932
43.12,173.6715386,159.6440608,157.1319272,136.8212815
43.16,173.6710011,159.6563272,157.9615408,137.0091971
43.2,173.6698482,159.6727721,158.826174,137.1982101
43.23515625,173.6788175,159.7037864,159.5874711,137.3425205
43.24,173.6788113,159.7126778,159.5967378,137.2858421
43.26281004,173.6850855,159.7220063,159.6026636,137.2529101
43.28,173.6954616,159.7206673,159.6155717,137.3257229
43.32,173.7105382,159.713137,159.6395456,137.4637292
43.36,173.7229432,159.7104555,159.6513762,137.5549458
43.38166667,173.7286743,159.7107344,159.6555365,137.5893856
43.4,173.7329287,159.7115211,159.6581141,137.609844
43.44,173.7409946,159.7134899,159.6635052,137.6490912
43.48,173.7478236,159.7156734,159.6685977,137.6805368
43.52,173.7536218,159.717867,159.6730576,137.7056334
43.56,173.7584775,159.719909,159.674903,137.7300651
43.6,173.530139,159.665603,159.9004646,138.1532297
43.63396586,173.2189652,159.7799315,160.307115,138.7197534
43.64,173.1472528,159.8116413,160.4013887,138.8480829
43.68,172.3987904,159.7265785,161.1508619,139.6288339
43.72,171.0365084,159.0521564,161.9784729,140.3839917
43.76,169.2006441,157.9419069,162.7693227,141.0703634
43.8,167.0753586,156.5641969,163.5035994,141.6739753
43.84,164.8059919,155.0538633,164.1632375,142.2306185
43.88,162.4647575,153.4855062,164.740888,142.7355257
43.92,160.1220085,151.9254839,165.2318699,143.1972188
43.96,157.7788054,150.3846284,165.6382019,143.6263888
44,155.490934,148.9126769,165.9596948,143.9910048
44.04,153.2583108,147.511086,166.2102551,144.3139405
44.08,151.0671885,146.1760967,166.399043,144.620076
44.12,148.9577538,144.9448804,166.5171237,144.8676924
44.16,146.903159,143.795731,166.5837516,145.0755132
44.2,144.9000757,142.7272447,166.607528,145.2540005
44.24,142.9960442,141.7747787,166.5778795,145.391795
44.28,141.1812131,140.9405748,166.4926744,145.5209167
44.32,139.4374575,140.214887,166.356244,145.608701
44.36,137.8393855,139.6431608,166.1610689,145.6584096
44.4,136.3761429,139.2149754,165.9185898,145.6659591
44.44,135.0417828,138.9263717,165.645837,145.6619645
44.48,133.9577159,139.0106633,165.3510345,145.6297538
44.52,133.2306434,139.4295461,165.1799162,145.7621168
44.56,132.874205,139.9602629,165.0261803,146.049816
44.6,132.916002,140.6649137,164.9407329,146.4113745
44.64,133.4610989,141.6342694,165.0680398,146.8030525
44.68,134.4181268,142.8006002,165.1822251,147.0468798
44.72,135.5267508,144.0410934,165.2673213,147.157359
44.76,136.5958921,145.215653,165.3321451,147.1886338
44.78088542,137.1107334,145.7614502,165.3621249,147.1860414
44.8,137.5651543,146.2148959,165.3881604,147.1842297
44.84,138.461703,147.0581343,165.438956,147.253262
44.88,139.222901,147.7862705,165.4776379,147.4513299
44.92,139.9420673,148.4298705,165.4936171,148.1815895
44.93419573,140.4186127,148.7988605,165.5285372,149.4446897
44.96,141.5318449,149.6104491,165.6707587,152.387867
45,143.1812618,150.8228071,165.2270602,157.7858847
45.04,143.9368523,151.7417341,165.0686737,160.7947498
45.08,144.9730133,152.6453324,165.6387191,162.1602033
45.08710518,145.1962962,152.8188474,165.7950975,162.3372007
45.12,145.4830505,152.9880685,165.8903726,162.6330737
45.16,145.5741689,153.0394128,165.916747,162.7377704
45.2,145.6155702,153.0664681,165.9309417,162.7826829
45.24,145.6405431,153.0847955,165.9414822,162.8058649
45.28,145.6553936,153.0995479,165.9494247,162.8205788
45.31073825,145.6631851,153.1090954,165.9547494,162.8276076
45.32,145.6654334,153.1121024,165.9562047,162.8302601
45.36,145.6744217,153.1234203,165.9622719,162.8382942
45.36,145.6744217,153.1234203,165.9622719,162.8382942
45.4,145.6840094,153.1343689,165.968293,162.8462114
45.4,145.6840094,153.1343689,165.968293,162.8462114
45.44,145.6941359,153.1446717,165.97441,162.8530379
45.48,145.703925,153.154195,165.9803485,162.8584698
45.52,145.7129286,153.1629337,165.9859954,162.8624189
45.56,145.7221333,153.1718569,165.9913735,162.8675307
45.6,145.7313189,153.1807349,165.9965485,162.8730274
45.64,145.7395532,153.1887522,166.0014196,162.8767902
45.68,145.7473384,153.1963911,166.0060093,162.8801154
45.72,145.7549909,153.2038988,166.0103362,162.8836928
45.76,145.7627278,153.2114552,166.0144692,162.8878942
