,,,,
Time (sec),Yaw_Front_Left (deg),Yaw_Back_Left (deg),Yaw_Back_Right (deg),Yaw_Front_Right (deg)
122.56,161.1340291,124.5868607,126.5404651,162.2354242
122.6,160.7416884,122.6217737,124.6752092,161.8942429
122.64,160.8105647,121.6737893,123.5884779,162.0031487
122.68,160.9505246,120.8886787,122.7531552,162.1505861
122.6955215,161.0024997,120.7163222,122.0771845,161.8846113
122.72,161.0042836,120.3755147,121.1015904,161.5361335
122.7563968,161.013932,119.8965797,119.7536208,161.0609197
122.76,161.0148593,119.8489549,119.6304596,161.0146527
122.76773,161.0175965,119.7465867,119.3707725,160.9135157
122.8,161.0286258,119.3186998,118.3478969,160.4942768
122.84,161.0343908,118.823403,117.2552789,160.0110521
122.88,161.0403457,118.4476411,116.5284951,159.6652749
122.9192772,159.0743549,116.3576315,118.5532116,160.9824659
122.92,159.0487272,116.3235596,118.5868232,161.0069519
122.96,158.9428619,115.4009145,118.931634,161.4181691
122.9959911,159.3048794,115.7005827,118.2463223,161.0334513
123,159.4769945,115.9899409,117.9616486,160.7686781
123.0202975,160.8698175,118.3214258,116.090284,158.994064
123.04,161.3917484,118.9744946,115.5931112,158.9373475
123.08,161.5471754,119.0098457,114.9865171,158.9643426
123.1146156,158.8582701,115.9247067,118.1344816,160.8137992
123.12,158.7005666,115.6815631,118.6432111,161.14608
123.16,158.701401,114.6831811,119.194987,161.6669446
123.1776279,158.754916,114.5799967,119.1239676,161.6801853
123.2,159.7411515,116.2705872,117.1539327,160.0959913
123.2075312,160.4100839,117.4093108,116.0943183,159.072967
123.2257613,161.4418676,118.9373869,115.1755772,158.5024395
123.24,161.6922646,119.2154169,114.8289575,158.5802576
123.28,161.7309625,119.1413328,114.3807493,158.6704021
123.291468,160.9239528,118.0095871,115.2412923,159.1619879
123.3097266,158.5980256,115.5580898,118.0074153,160.7909872
123.32,158.2214442,114.9832963,118.8687301,161.3898904
123.36,158.3318891,113.9515374,119.6805752,162.0488402
123.3623146,158.3318926,113.9176247,119.6946507,162.061313
123.4,159.8454068,116.4502284,116.8136374,159.776387
123.4033796,160.2175131,117.085446,116.2199974,159.2039311
123.44,162.0506269,119.7384462,114.3736262,158.2889683
123.48,162.0744589,119.7446511,114.0080509,158.4199664
123.4928827,160.8753565,118.0962895,115.3313309,159.158103
123.52,158.0769009,114.9185436,119.2030504,161.549596
123.56,158.2384748,113.8586675,120.2716901,162.3492325
123.5725088,158.2863262,113.8219904,120.2995396,162.3860973
123.6,159.9457708,116.7743362,117.0101765,159.7506313
123.6019893,160.1822117,117.1810372,116.6371669,159.3929668
123.6157749,161.4089038,119.116401,115.3579419,158.2985671
123.6262159,161.8157521,119.6050846,115.0914134,158.3777746
123.64,162.1505357,120.0511819,114.7280088,158.4772863
123.68,162.0744074,119.9126923,114.461064,158.6252396
123.7034661,159.0110184,116.272407,117.9071904,160.5855516
123.72,158.2874956,115.1993599,119.4411498,161.6444829
123.76,158.3658707,114.1308263,120.2455787,162.2630888
123.76,158.3658707,114.1308263,120.2455787,162.2630888
123.7989151,160.2429971,117.3410703,116.6635138,159.3689313
123.8,160.3619488,117.5430084,116.5007062,159.2126843
123.8209078,161.6983254,119.4927011,115.2791155,158.4542304
123.84,162.0824081,119.9806338,114.7534332,158.5417733
123.88,161.6364301,119.2581231,114.8782721,158.863337
123.8867069,160.8909553,118.235997,115.6728485,159.3080245
123.9007118,158.8513777,116.0586241,118.0880746,160.7186775
123.92,158.4302086,115.132462,119.4564241,161.7218104
123.9554482,158.4237621,114.1500542,119.9852876,162.1485796
123.96,158.432572,114.110831,120.0028835,162.1736267
123.9938524,160.2236387,117.1874901,116.4867559,159.3330612
124,160.8700567,118.2589994,115.7256954,158.6141525
124.018381,161.7454133,119.4130913,114.9228018,158.3167346
124.04,162.1254858,119.90383,114.2770745,158.3729023
124.08,161.147963,118.4358314,115.0625962,159.022306
124.0943262,158.9753134,116.0705829,117.4796612,160.4249706
124.12,158.2074741,114.6486812,119.531979,161.8824904
124.16,158.2222849,113.6538917,120.16155,162.3577201
124.1911079,160.0750391,116.8853477,116.4976346,159.4096767
124.2,161.0519071,118.4892374,115.3636514,158.3485384
124.24,162.3241665,120.1541865,113.9770574,158.2354149
124.28,161.2031755,118.5398192,115.0011893,158.9850034
124.2936929,158.9410922,116.0605661,117.5355519,160.4509698
124.32,158.0422556,114.4897085,119.7176884,161.9983169
124.36,158.0975394,113.4960624,120.5221724,162.5582303
124.3912606,159.9986525,116.846794,116.8128773,159.5658758
124.4,161.0143085,118.5286397,115.6351172,158.4550644
124.4062426,161.4476201,119.142128,115.2052757,158.1508746
124.4195827,161.9979845,119.8102056,114.8653352,158.2701397
124.44,162.4380419,120.4383265,114.2603366,158.3439249
124.48,161.4833292,119.0851549,115.0590455,158.9649026
124.4847054,160.8229967,118.2157022,115.7777998,159.3658727
124.4963064,158.8374775,116.1031046,118.0795905,160.7051119
124.52,158.2306042,114.8521636,119.8558868,161.9992215
124.5540212,158.2318712,113.8765815,120.5496994,162.4783737
124.56,158.2518723,113.8502316,120.5828673,162.512721
124.5842121,159.3152727,115.7423128,118.2615224,160.8191915
124.5951979,160.550861,117.8739378,116.3119867,158.9811304
124.6,161.0591813,118.6974485,115.8051503,158.5153961
124.64,162.3548915,120.4102359,114.417421,158.3877917
124.68,161.3001629,118.8991175,115.3437246,159.0817682
124.6832412,160.8481189,118.3012085,115.8341562,159.3567466
124.72,158.6087327,115.2335814,119.7729195,161.9115589
124.7505635,158.5295798,114.3571063,120.180097,162.2249006
124.76,158.5632934,114.3289281,120.1565196,162.238135
124.7889734,160.3385278,117.4378089,116.6106672,159.3645811
124.8,161.2771941,118.9217233,115.6354626,158.5372451
124.8092631,161.6264082,119.3318411,115.3373658,158.5302984
124.84,162.0538489,119.8390549,114.4404189,158.5472762
124.88,160.1816176,117.302782,116.2718911,159.7168679
124.8876127,158.9613081,116.025717,117.6382928,160.5222768
124.92,158.2979276,114.4405676,119.6475915,161.9886604
124.96,158.3655943,113.858501,119.6836223,162.0770798
124.9839137,160.1437682,116.9598191,116.2644276,159.2289892
124.9963907,161.3022426,118.7878028,115.0275348,158.1436549
125,161.4728934,118.9999917,114.8578903,158.072519
125.04,162.3187411,120.083831,113.7406656,158.2271818
125.0740332,160.8532933,117.9913801,115.2722658,159.1790095
125.08,159.8915691,116.9495087,116.3297669,159.7870626
125.12,158.1327155,114.1461845,119.9236917,162.2182334
125.1457,158.0562952,113.4007025,120.3290244,162.4830151
125.16,158.2262736,113.6178588,120.0705818,162.3283483
125.1823799,159.96085,116.6854253,116.6523199,159.5495357
125.2,161.5607909,119.1793111,114.760526,157.9153853
125.24,162.5382885,120.4971506,113.6301373,158.1096167
125.2766311,160.8079071,118.1229561,115.5203832,159.2468738
125.28,160.2346051,117.4981341,116.1592859,159.6113775
125.2894013,158.6494611,115.8314981,118.1341323,160.7784047
125.32,158.2986345,114.5317837,120.156915,162.2751434
125.36,158.3285022,113.8860394,120.463401,162.4828289
125.3843565,160.1817731,117.1949111,116.7948322,159.4911674
125.399155,161.4947671,119.243827,115.3615398,158.2764997
125.4,161.5337058,119.291369,115.3247844,158.2641971
125.4094668,161.9016231,119.7311945,115.0999394,158.3743072
125.44,162.4043685,120.4455248,114.1845653,158.3846773
125.4752617,160.8358764,118.2505836,115.8297899,159.3854473
125.48,160.0586687,117.4101814,116.6808684,159.8716771
125.4867466,159.0115509,116.3096837,117.9884184,160.6415854
125.52,158.5698825,114.9100539,119.9509387,162.0793949
125.5511708,158.5075561,114.2299314,120.1898999,162.2764544
125.56,158.6683048,114.4962194,119.7998316,162.027041
125.5817695,160.333992,117.4238308,116.5561307,159.3248857
125.6,161.5901592,119.3026024,115.177757,158.2864797
125.6052883,161.7599617,119.4960739,115.0752823,158.3762893
125.64,162.2023318,120.0705843,114.0984565,158.3817314
125.68,159.2253596,116.4046549,117.3270727,160.2957039
125.6831381,158.825515,115.98472,117.8902044,160.6336304
125.72,158.4292898,114.5056798,119.8892163,162.1108843
125.7392332,158.3557901,113.9803585,120.0598638,162.2371257
125.76,158.6982297,114.4852954,119.3132176,161.7643885
125.777155,160.1515106,117.0314982,116.5481415,159.4134618
125.8,161.701365,119.3387229,114.8768634,158.2147613
125.8035121,161.8193212,119.4787346,114.8110659,158.2839079
125.84,162.2837609,120.1000441,113.8289738,158.2888101
125.88,158.8134154,115.9130082,117.7440238,160.5828871
125.92,158.3333957,114.2563349,119.995005,162.2231833
125.9378819,158.270283,113.7952227,120.1680731,162.3441492
125.96,158.7487258,114.559988,119.1331635,161.6524288
125.9763539,160.2794921,117.2311361,116.3149366,159.2168653
126,161.8210879,119.4864968,114.615578,158.0302763
126.04,162.4519558,120.3688169,113.5838874,158.1353985
126.0670276,160.8466765,118.122595,115.3944025,159.1773634
126.08,158.7736963,115.9128632,117.9040455,160.6447475
126.0818646,158.6069338,115.7304751,118.2388244,160.8515171
126.12,158.4113863,114.3566223,120.1548262,162.2889998
126.1372548,158.3480123,113.9301519,120.3229702,162.4051326
126.16,158.8830572,114.8245812,119.1223884,161.5877185
126.1747955,160.3234623,117.3467585,116.4643081,159.280336
126.1887054,161.506976,119.190717,115.0130547,158.0185282
126.2,161.9220595,119.6858906,114.6705965,158.0533077
126.24,162.5181256,120.530549,113.6310315,158.1361038
126.2658649,160.8341296,118.1913046,115.5202873,159.2112975
126.28,158.6617662,115.8738665,118.3100429,160.8559283
126.32,158.4268913,114.4198949,120.3014695,162.3403863
126.36,159.0678451,115.2194128,118.853211,161.3260075
126.3710228,160.2001233,117.201598,116.7746071,159.5001531
126.3996059,161.9859505,119.8321952,114.7954221,158.1950793
126.4,161.9990616,119.8492101,114.7870681,158.2034284
126.4248789,162.3914693,120.4230253,113.9507154,158.1839464
126.44,162.4644762,120.5108856,113.7645059,158.1954308
126.461601,160.8002058,118.2254527,115.5964137,159.2320223
126.48,158.2115211,115.4555157,118.9693649,161.2554376
126.52,158.2145008,114.1355722,120.5582092,162.4573922
126.5599471,159.2981391,115.778606,118.2681952,160.7681461
126.56,159.303471,115.7880611,118.2586542,160.7601479
126.57157,160.7210855,118.2212116,116.1446418,158.7562302
126.5956638,162.0891111,120.1572347,115.016692,158.2583208
126.6,162.220887,120.3368748,114.9003349,158.3175859
126.64,162.5232258,120.7875744,114.0711044,158.3074021
126.6577051,160.6743407,118.3224098,116.0509833,159.4132785
126.6682727,158.8305473,116.383463,118.3229108,160.740103
126.68,158.2563047,115.6335534,119.5711205,161.5786987
126.72,158.2920437,114.3602734,120.7111051,162.4296628
126.7317125,158.292362,114.2016796,120.7771564,162.4840156
126.7590725,160.1502603,117.4498845,117.0364236,159.4423823
126.76,160.2701058,117.655128,116.8696503,159.2794484
126.773636,161.4241924,119.4947589,115.6509643,158.1882057
126.8,162.2242582,120.602469,114.7604035,158.2572889
126.84,161.4888201,119.7435609,115.0685317,158.7359329
126.846666,160.3772604,118.3238016,116.2270515,159.3921233
126.88,158.3455494,115.581774,120.1901837,161.8984299
126.92,158.1529992,114.4088164,120.8215557,162.288157
126.939951,159.3065465,116.4544018,118.2019055,160.2503614
126.9499637,160.5196667,118.5555467,116.4657594,158.5660493
126.96,161.074303,119.4323065,115.8478618,158.0799439
127,161.7887696,120.5687188,114.1413653,157.8207224
127.0322664,159.8297233,118.0383825,115.9806051,158.9601507
127.04,158.6003451,116.7442642,117.5904912,159.8863005
127.08,157.8076752,114.7905562,120.0491576,161.4984121
127.0966966,157.6546801,114.214367,120.1161172,161.5412642
127.12,158.5473726,115.6724726,117.9606117,159.9161929
127.126892,159.3513358,117.0787367,116.5723661,158.6187903
127.16,160.8246684,119.4708406,114.425179,157.4368958
127.2,160.5130216,119.0926524,113.6846546,157.3924602
127.24,157.033537,114.5152156,118.6384156,160.3565648
127.2750165,156.5633802,112.9133036,119.0758713,160.6533378
127.28,156.5679078,112.8563467,119.0560944,160.6520531
127.3034928,158.1134863,115.524456,115.6334593,157.8280807
127.3134949,159.1043509,117.2614878,114.3616952,156.5799086
127.32,159.3632231,117.7062993,113.8245653,156.2326497
127.36,159.8106455,118.6275406,111.9788357,155.927646
127.3908517,157.7435954,116.0901907,113.782842,156.9977371
127.4,156.3754581,114.6611704,115.5772546,157.9943795
127.44,155.2614035,112.1070134,117.6142613,159.1386233
127.48,155.8541366,112.9580614,115.4084791,157.3995359
127.4892902,156.6939653,114.5406425,113.8354206,155.893805
127.52,157.5646239,116.233733,111.6415261,154.8034592
127.56,156.884415,115.3939793,111.0402895,154.6887834
127.5826435,154.6831394,112.7300473,113.5775847,156.0574719
127.6,154.3730916,111.844201,114.6731992,156.6801691
127.6345496,153.7332084,110.4051161,114.447323,156.5039562
127.64,153.678228,110.3123876,114.3200122,156.4225502
127.675558,154.5457792,112.1375783,111.2751457,153.8493847
127.68,154.6459629,112.3462022,111.0534067,153.7296682
127.72,154.603835,112.5056041,109.5457214,153.1777071
127.76,153.3851074,111.1081737,109.5030673,153.0335377
127.8,153.0629836,111.1392548,109.9364693,152.8520371
127.84,152.6500158,111.6368249,110.5114155,152.5643338
127.88,151.9116861,112.2294717,111.0307857,151.9261746
127.92,150.7939763,112.790572,111.514836,150.9434972
127.96,149.3374518,113.3421008,111.9755835,149.6521619
128,147.5703103,113.8853817,112.3832013,148.0648997
128.0165259,146.7545996,114.1138358,112.5491119,147.3298036
128.04,145.5232635,114.4776009,112.8293149,146.2330503
128.08,143.1306432,115.4411811,113.5379541,144.2245779
128.12,140.2688967,116.7750093,114.7303078,141.8628449
128.16,136.9360613,118.1886544,116.237918,139.0196468
128.2,133.3601208,119.4970703,117.7924203,135.8499669
128.24,129.9597036,120.8083287,119.3447191,132.7598777
128.28,126.8487644,122.2402069,120.989963,129.9230451
128.32,124.0248457,123.7468622,122.6515399,127.2900579
128.36,121.5501196,125.4140389,124.3969624,124.9101575
128.4,119.3609246,127.2535093,126.2481189,122.6977925
128.44,117.4050116,129.2330278,128.1879976,120.5781647
128.48,115.6835141,131.3207457,130.203757,118.5466935
128.52,114.2061681,133.4945156,132.2941372,116.6395879
128.56,112.9739641,135.7255039,134.458558,114.8927972
128.6,112.0331535,137.9537984,136.6972434,113.3520802
128.6151563,111.6595935,138.6954936,137.5344081,112.7888357
128.64,110.5297436,138.9513481,138.2475863,111.1608432
128.68,108.9133416,138.9806039,138.3412155,108.8644316
128.72,108.230663,138.8951147,138.2783397,108.0862708
128.76,108.2746855,138.8724528,138.2729019,108.0715558
128.76,108.2746855,138.8724528,138.2729019,108.0715558
128.8,108.3913191,138.8579275,138.273669,108.1346679
128.835,108.4185473,138.8442544,138.273286,108.1256187
128.84,108.4167085,138.8422199,138.2731516,108.119616
128.88,108.3883695,138.8260054,138.2717996,108.0632722
128.88,108.3883695,138.8260054,138.2717996,108.0632722
128.9,108.3739113,138.8181247,138.2711135,108.0370281
128.92,108.363753,138.8105125,138.2704922,108.0151987
128.96,108.3513518,138.795981,138.2694175,107.9804692
129,108.3444217,138.7822859,138.2684942,107.9518072
129.04,108.3385076,138.7693062,138.2676668,107.9249392
129.08,108.3350699,138.757006,138.2669932,107.9012952
129.12,108.3286283,138.7452353,138.2663492,107.8762107
129.1525,108.3201529,138.7360195,138.2658149,107.8537469
129.16,108.3200755,138.7339876,138.2657384,107.850357
129.2,108.3134612,138.7233465,138.2652205,107.8271392
129.24,108.3080018,138.7132542,138.2647974,107.8059199
129.28,108.3038743,138.7036753,138.2644729,107.7869153
129.32,108.2982991,138.6945145,138.2641881,107.7674734
129.36,108.2908493,138.6857324,138.2639342,107.7469879
129.36,108.2908493,138.6857324,138.2639342,107.7469879
129.4,108.2872825,138.6774603,138.2638085,107.7305222
129.44,108.2850384,138.6696058,138.2637736,107.7159887
129.48,108.2799705,138.6620551,138.2637322,107.699736
129.52,108.2737252,138.6548243,138.2637127,107.6831473
129.56,108.2683464,138.6479489,138.2637523,107.667789
129.6,108.2659552,138.6414675,138.2638947,107.6556404
129.64,108.2634372,138.6352771,138.2640795,107.6440257
129.68,108.2582158,138.6292832,138.264261,107.630497
129.72,108.2531416,138.623571,138.2644736,107.6173564
129.76,108.2508561,138.6181904,138.264775,107.6071379
129.8,108.248594,138.6130581,138.2651104,107.5975134
129.84,108.2446723,138.6081037,138.2654451,107.5869599
129.88,108.2399915,138.6033465,138.2657912,107.5760534
129.92,108.2360279,138.5988199,138.2661759,107.5660234
129.93,108.2351254,138.597715,138.2662837,107.5637312
129.96,108.2356268,138.5945707,138.2666696,107.5596631
129.98125,108.2315891,138.5922856,138.2668671,107.5530258
130,108.2331055,138.5904489,138.2671502,107.5518669
130.0325,108.227427,138.5871355,138.2674857,107.5425398
130.04,108.228032,138.5864357,138.267606,107.542181
130.08,108.2236604,138.5826111,138.2680981,107.5335565
130.12,108.2211942,138.5789956,138.2686549,107.5270602
130.12,108.2211942,138.5789956,138.2686549,107.5270602
130.16,108.2192208,138.5755379,138.269244,107.5214059
130.2,108.2156747,138.5721756,138.2698193,107.5146304
130.2,108.2156747,138.5721756,138.2698193,107.5146304
130.24,108.2102465,138.568893,138.2703773,107.5063641
130.28,108.208015,138.5658201,138.2710189,107.5012596
130.32,108.2073987,138.562909,138.2717152,107.4978835
130.3458333,108.2036162,138.5610019,138.2721002,107.4927445
130.36,108.2038441,138.5600376,138.272363,107.4920585
130.4,108.1988374,138.5572351,138.2729894,107.4851162
130.4,108.1988374,138.5572351,138.2729894,107.4851162
130.44,108.1943594,138.5545481,138.2736362,107.4788243
130.48,108.1926988,138.5520336,138.274352,107.4753014
130.52,108.1911272,138.5496131,138.2750774,107.4720322
130.56,108.1867541,138.5471999,138.2757547,107.4662865
130.6,108.1821101,138.5448646,138.2764316,107.4604157
130.6022917,108.1821436,138.5447411,138.2764773,107.4603603
130.64,108.1799898,138.5426773,138.277167,107.4569855
130.68,108.1787559,138.5405869,138.2779275,107.4544828
130.68875,108.1767864,138.5400941,138.2780577,107.452383
130.72,108.1750472,138.5385044,138.2786367,107.4498339
130.74,108.1719431,138.5374559,138.2789649,107.4463869
130.76,108.1702671,138.5364613,138.2793219,107.4443098
130.8,108.1662089,138.5345025,138.2800226,107.4395278
130.84,108.1652045,138.5326881,138.2807888,107.4376584
130.88,108.1634638,138.5309071,138.2815401,107.4351584
130.92,108.1590769,138.5291132,138.2822365,107.4303056
130.96,108.1542818,138.5273648,138.28292,107.4251236
131,108.1510746,138.5257456,138.2836664,107.4216478
131,108.1510746,138.5257456,138.2836664,107.4216478
131.04,108.1462545,138.5240908,138.2842149,107.4165682
131.08,108.1303742,138.5222276,138.2845393,107.4018127
131.12,108.1073498,138.5203899,138.2847224,107.3802998
131.16,108.0788295,138.5182938,138.2843871,107.3533822
131.2,108.039998,138.5159934,138.2838119,107.3176535
131.24,107.9902075,138.5134604,138.2824957,107.2702929
131.28,107.9166914,138.5103228,138.2807044,107.2025242
131.32,107.8222608,138.5067611,138.2778218,107.113361
131.36,107.6913849,138.5025525,138.2744427,106.9925212
131.4,107.5273733,138.4973794,138.2696038,106.8403902
131.44,107.3214151,138.4919948,138.2641351,106.6494214
131.48,107.0483205,138.4820199,138.253135,106.4145773
131.52,106.6349857,138.4493655,138.2129269,106.1132286
131.56,106.1163343,138.4219051,138.180409,105.6942422
131.6,105.4828447,138.3745851,138.1293478,105.1717268
131.64,104.7918453,138.2986311,138.0993896,104.6485718
131.68,104.1569393,138.2501999,138.173524,104.1913813
131.72,103.5659147,138.2338911,138.255008,103.7463515
131.76,102.9929046,138.233756,138.3480231,103.3238216
131.8,102.4487607,138.25346,138.4460402,102.9250781
131.84,101.9422666,138.2871153,138.54524,102.5503102
131.88,101.4670916,138.3315625,138.6402725,102.186087
131.92,101.0241566,138.3832526,138.7402131,101.8513103
131.96,100.6388579,138.4429782,138.8681418,101.6074729
132,100.6267138,138.6379481,138.9115343,101.2876749
132.04,100.7693411,138.8451447,139.0048798,101.1693043
132.08,100.9185343,139.0188336,139.1676182,101.2879479
132.12,100.9515101,139.0671549,139.5197508,101.9555938
132.1221876,100.967649,139.0755066,139.5341492,101.9841365
132.16,101.545325,139.354897,139.6417471,102.1729575
132.2,102.0524977,139.589127,139.8352771,102.569957
132.24,102.5644055,139.8152734,140.0627402,103.1403657
132.28,103.1269226,140.0478657,140.3059898,103.8197139
132.32,103.7480119,140.2907794,140.5604571,104.5832198
132.36,104.364674,140.5402575,140.8188644,105.2751683
132.4,104.8026819,140.7748244,141.0763397,105.7533727
132.44,104.9961023,140.9880771,141.3321909,105.9795201
132.48,104.9820079,141.1885413,141.5888911,106.006968
132.52,104.8416488,141.3914219,141.8487913,105.914173
132.56,104.6935925,141.6120203,142.1541812,105.8689686
132.6,104.7212883,141.9266143,142.5467996,106.0198689
132.64,104.7438589,142.2962376,142.9714524,106.1464558
132.68,104.6746199,142.6903146,143.4214006,106.1943184
132.72,104.57707,143.123315,143.9045315,106.228468
132.76,104.5825771,143.618229,144.4247824,106.3357676
132.8,105.108431,144.2312471,145.0322919,106.9057031
132.84,106.093858,144.9768136,145.8487966,108.1630789
132.88,110.2366349,146.2297027,146.8105441,112.0062108
132.92,115.2900112,147.3415896,147.8774174,116.8606094
132.96,120.064304,148.0565265,148.7190468,121.3722843
133,124.6741648,148.7155821,149.4852687,125.6792384
133.04,129.2793471,149.433257,150.3024054,130.0370584
133.08,133.6906871,150.0086636,150.8979715,134.2775201
133.12,137.9420255,150.3951392,151.2923752,138.4230032
133.16,142.184969,150.6189206,151.5234018,142.5837873
133.2,146.6007046,150.7135382,151.6233987,146.9309122
133.24,151.4601242,150.7247298,151.6335323,151.7327621
133.28,157.2611062,150.7505503,151.639025,157.4934481
133.3147021,163.5206843,151.0203406,151.77863,163.8304937
133.32,164.1044375,151.1985875,151.8653029,164.5230735
133.3336942,163.7596279,151.277656,151.8779426,164.2682305
133.36,162.1692129,150.6743386,151.265307,162.6986065
133.4,161.8174884,150.6279166,151.2238862,162.341953
133.44,162.2921771,150.5627728,151.161113,162.8111749
133.48,162.6764688,149.7278998,150.2932291,163.2370647
133.52,162.7235565,149.5036521,150.0828074,163.2672464
133.56,162.7617533,149.4543011,150.0382701,163.2995805
133.6,162.7505922,149.4037956,149.9898113,163.2860534
133.64,162.7335691,149.3652819,149.9519921,163.2682116
133.68,162.7183815,149.3376845,149.9244756,163.2528987
133.72,162.7021471,149.3144546,149.9011541,163.2367437
133.76,162.6855583,149.2939379,149.880528,163.2202522
133.8,162.6699668,149.2761359,149.8626407,163.2047179
133.84,162.6561627,149.2609247,149.8473772,163.1909145
133.88,162.6427939,149.2463734,149.8327868,163.1775268
133.92,162.6297034,149.2323626,149.8187444,163.1644054
133.96,162.6176057,149.2197588,149.8061011,163.1522771
134,162.6071297,149.2089386,149.7952481,163.1417483
134.04,162.5976345,149.1989711,149.7852484,163.132191
134.08,162.5880843,149.1888528,149.7750953,163.1225826
134.12,162.57889,149.1792453,149.7654401,163.113342
134.16,162.5708878,149.171023,149.757169,163.1052847
134.2,162.5644537,149.1643595,149.7504625,163.0987749
134.24,162.5577147,149.1572155,149.7432704,163.0919692
134.28,162.550906,149.1500742,149.7360771,163.0850987
134.28,162.550906,149.1500742,149.7360771,163.0850987
134.32,162.5447776,149.1438225,149.7297633,163.0789147
134.36,162.5399486,149.1389111,149.724795,163.0740122
134.4,162.5353771,149.1340601,149.7198861,163.0693668
134.44,162.5304204,149.1287274,149.714494,163.0643414
134.48,162.5255946,149.1237049,149.7094004,163.0594596
134.52,162.5219064,149.1200173,149.705646,163.0557004
134.56,162.5191119,149.1171415,149.7027078,163.0528214
134.6,162.5156667,149.1134468,149.6989468,163.0493027
134.64,162.5119955,149.109595,149.6950232,163.045566
134.68,162.5088976,149.1064827,149.6918337,163.0424041
134.72,162.5069337,149.1044979,149.6897781,163.0403585
134.76,162.5047682,149.1021018,149.6873095,163.038116
134.8,162.5020679,149.0991402,149.684276,163.0353426
134.84,162.4995816,149.0966683,149.6817224,163.0327925
134.88,162.4980177,149.0952243,149.6802031,163.031149
134.92,162.4968188,149.0939632,149.6788685,163.0298652
134.96,162.4870381,149.100249,149.6772568,163.0294362
135,162.3079888,149.4704429,149.9504291,162.9644344
135.04,162.1826058,149.8970581,150.3674564,162.8512253
135.08,161.7277638,150.0424086,150.8056465,162.7442638
135.12,161.0948199,150.1227939,151.1526967,162.4419142
135.16,160.8212013,150.5985581,151.7208111,162.2981298
135.2,160.785819,151.2930109,152.4264482,162.2899693
135.24,160.801403,152.0212454,153.1393605,162.2939723
135.28,160.8080882,152.7351774,153.8265236,162.2704926
135.32,160.811873,153.4456991,154.507655,162.2376887
135.36,160.9053875,154.2157702,155.2224764,162.2536693
135.4,161.0176746,154.9645326,155.9293321,162.3049314
135.44,161.0812611,155.6554384,156.5971541,162.3352349
135.48,161.1390137,156.3324557,157.2548406,162.3641816
135.52,161.2034801,157.0015179,157.931777,162.4084716
135.56,161.2473202,157.6179683,158.719724,162.5204568
135.6,161.3082871,158.3122587,159.6439238,162.7271604
135.64,161.3977331,159.2242923,160.5839923,162.8409651
135.68,161.4335675,160.092732,161.4465259,162.8894354
135.72,161.5095899,160.8898603,162.2393493,162.9745099
135.76,161.609846,161.6271193,162.9732427,163.0816847
135.8,161.7293746,162.3326122,163.6758926,163.2070539
135.84,161.8641409,163.0185724,164.3595782,163.3465706
135.88,162.0096275,163.6902921,165.0295306,163.4959064
135.92,161.9427586,164.0915719,165.4027263,163.4876728
135.96,161.6813191,164.2390966,165.5342609,163.2652824
136,161.4360386,164.3571345,165.6459049,163.039699
136.04,161.2058383,164.4614761,165.7480148,162.8206258
136.0708333,161.0449792,164.5380052,165.8249677,162.6642825
136.08,160.9997684,164.560268,165.8472656,162.6205666
136.12,160.821376,164.6570459,165.942834,162.4508166
136.16,160.6621216,164.7489139,166.0307724,162.3044302
136.2,160.5058369,164.83033,166.1078792,162.1613193
136.24,160.3584788,164.9007289,166.1750831,162.0241893
136.28,160.2226921,164.9627587,166.2347401,161.8962673
136.32,160.0986618,165.0185606,166.2882552,161.7793399
136.36,159.9874945,165.0676015,166.3353478,161.6739103
136.4,159.8841056,165.1132104,166.3788305,161.5762769
136.44,159.7985056,165.150211,166.413647,161.4956551
136.48,159.7493693,165.1707326,166.4325721,161.448362
136.52,159.7247914,165.1823092,166.443216,161.42301
136.56,159.7161123,165.1881508,166.4482193,161.4126175
136.6,159.7166077,165.1904977,166.4500368,161.4103858
136.64,159.7169318,165.1925852,166.4505679,161.4103438
136.68,159.7154895,165.1945231,166.4508986,161.4088793
136.72,159.7096079,165.1956732,166.450736,161.4024919
136.75,159.706534,165.1966664,166.4507947,161.3989641
136.76,159.705386,165.196944,166.4507876,161.3975944
136.8,159.7027327,165.1984559,166.4511385,161.3940973
136.84,159.7021728,165.2004036,166.4519335,161.3926605
136.87,159.702057,165.2019046,166.4525958,161.3918657
136.88,159.7022735,165.2024613,166.4528714,161.3918564
136.92,159.7024123,165.2044873,166.4538159,161.3910628
136.96,159.7033025,165.2066518,166.4549165,161.3910063
137,159.7042325,165.2087943,166.4560144,161.3909831
137.04,159.7049931,165.2108626,166.4570597,161.3907804
137.05,159.7051397,165.2113599,166.4573116,161.3906785
137.08,159.7055775,165.2128482,166.458054,161.3903832
137.12,159.7061956,165.2148023,166.4590393,161.3900057
137.16,159.7070207,165.2167699,166.4600508,161.3898328
137.18,159.7073454,165.2177238,166.4605258,161.3896603
137.2,159.707927,165.2187261,166.4610547,161.38974
137.24,159.7085953,165.2205867,166.4619888,161.3893977
137.28,159.7092045,165.2223946,166.4628898,161.3889819
137.32,159.7099552,165.2242001,166.4637997,161.3887033
137.36,159.7108299,165.2260059,166.4647106,161.3885525
137.4,159.7115376,165.2277389,166.4655617,161.3882294
137.44,159.7120748,165.2293943,166.4663543,161.3877242
