Rover_Displacement_Along_X_Axis,
Time (sec),Linear Displacement1 (mm)
94.68,12496.11107
94.69,12497.68205
94.72,12502.391
94.76,12508.67169
94.8,12514.9514
94.84,12521.22917
94.88,12527.50841
94.92,12533.78896
94.96,12540.06906
95,12546.34747
95.04,12552.62578
95.08,12558.90587
95.12,12565.1865
95.16,12571.46591
95.2,12577.74336
95.24,12584.02281
95.28,12590.30336
95.32,12596.58324
95.36,12602.86128
95.4,12609.13992
95.44,12615.42023
95.48,12621.70162
95.52,12627.97935
95.56,12634.25707
95.6,12640.53698
95.64,12646.81757
95.68,12653.09725
95.72,12659.37505
95.76,12665.65403
95.795,12671.1512
95.8,12671.93555
95.84,12678.21453
95.88,12684.49291
95.88,12684.49291
95.92,12690.77119
95.96,12697.05126
96,12703.33183
96.04,12709.61122
96.08,12715.88871
96.12,12722.16811
96.16,12728.44853
96.16,12728.44853
96.19,12733.15773
96.2,12734.72841
96.24,12741.00657
96.28,12747.28507
96.32,12753.56524
96.36,12759.84579
96.4,12766.12475
96.44,12772.40229
96.48,12778.68188
96.52,12784.9624
96.56,12791.24211
96.6,12797.51999
96.64,12803.79887
96.68,12810.07931
96.72,12816.3595
96.76,12822.63802
96.8,12828.91603
96.84,12835.19588
96.88,12841.47638
96.92,12847.75593
96.96,12854.03353
97,12860.31336
97.04,12866.59303
97.07,12871.30253
97.08,12872.87317
97.12,12879.15158
97.16,12885.43001
97.2,12891.71016
97.24,12897.99073
97.28,12904.26997
97.295,12906.62562
97.32,12910.54749
97.32875,12911.92195
97.36,12916.82677
97.38,12919.96734
97.4,12923.10736
97.44,12929.38731
97.48,12935.66533
97.52,12941.94408
97.56,12948.2244
97.6,12954.50487
97.64,12960.78344
97.66,12963.92299
97.68,12967.06125
97.69,12968.63219
97.72,12973.34103
97.76,12979.62158
97.8,12985.90116
97.84,12992.17881
97.88,12998.45795
97.92,13004.73841
97.96,13011.01842
98,13017.29674
98.04,13023.57498
98.08,13029.85501
98.12,13036.13558
98.16,13042.41493
98.2,13048.69233
98.24,13054.97174
98.28,13061.25226
98.32,13067.5321
98.36,13073.81012
98.4,13080.08873
98.44,13086.36902
98.48,13092.65039
98.52,13098.92811
98.56,13105.20581
98.6,13111.48571
98.64,13117.76629
98.68,13124.04596
98.72,13130.32375
98.76,13136.60274
98.795,13142.09991
98.8,13142.88426
98.84,13149.16324
98.88,13155.44162
98.88,13155.44162
98.92,13161.7199
98.96,13167.99998
99,13174.28055
99.04,13180.55995
99.08,13186.83744
99.12,13193.11685
99.16,13199.39728
99.16,13199.39728
99.19,13204.10649
99.2,13205.67717
99.24,13211.95534
99.28,13218.23386
99.32,13224.51403
99.36,13230.79459
99.4,13237.07357
99.44,13243.35112
99.48,13249.63073
99.52,13255.91126
99.56,13262.19098
99.6,13268.46888
99.64,13274.74778
99.68,13281.02823
99.72,13287.30844
99.76,13293.58697
99.8,13299.865
99.84,13306.14487
99.88,13312.42538
99.92,13318.70495
99.96,13324.98256
100,13331.26241
100.04,13337.5421
100.07,13342.25161
100.08,13343.82226
100.12,13350.10069
100.16,13356.37913
100.2,13362.6593
100.24,13368.93989
100.28,13375.21915
100.295,13377.5748
100.32,13381.49669
100.32875,13382.87114
100.36,13387.77598
100.38,13390.91656
100.4,13394.05659
100.44,13400.33656
100.48,13406.6146
100.52,13412.89337
100.56,13419.1737
100.6,13425.45419
100.64,13431.73278
100.66,13434.87234
100.68,13438.01061
100.69,13439.58156
100.72,13444.29041
100.76,13450.57098
100.8,13456.85057
100.84,13463.12824
100.88,13469.4074
100.92,13475.68788
100.96,13481.96791
101,13488.24625
101.04,13494.52451
101.08,13500.80455
101.12,13507.08514
101.16,13513.36452
101.2,13519.64194
101.24,13525.92137
101.28,13532.2019
101.32,13538.48176
101.36,13544.75979
101.4,13551.03842
101.44,13557.31873
101.48,13563.60012
101.52,13569.87786
101.56,13576.15559
101.6,13582.4355
101.64,13588.7161
101.68,13594.99579
101.72,13601.2736
101.76,13607.55261
101.795,13613.04979
101.8,13613.83414
101.84,13620.11314
101.88,13626.39154
101.88,13626.39154
101.92,13632.66985
101.96,13638.94994
102,13645.23053
102.04,13651.50995
102.08,13657.78746
102.12,13664.06689
102.16,13670.34734
102.16,13670.34734
102.19,13675.05656
102.2,13676.62725
102.24,13682.90544
102.28,13689.18397
102.32,13695.46417
102.36,13701.74475
102.4,13708.02374
102.44,13714.30131
102.48,13720.58094
102.52,13726.86149
102.56,13733.14123
102.6,13739.41915
102.64,13745.69807
102.68,13751.97854
102.72,13758.25877
102.76,13764.53732
102.8,13770.81536
102.84,13777.09525
102.88,13783.37578
102.92,13789.65537
102.96,13795.933
103,13802.21287
103.04,13808.49258
103.07,13813.2021
103.08,13814.77275
103.12,13821.0512
103.16,13827.32966
103.2,13833.60985
103.24,13839.89046
103.28,13846.16974
103.295,13848.5254
103.32,13852.4473
103.32875,13853.82176
103.36,13858.72661
103.38,13861.8672
103.4,13865.00723
103.44,13871.28722
103.48,13877.56528
103.52,13883.84407
103.56,13890.12442
103.6,13896.40493
103.64,13902.68354
103.66,13905.8231
103.68,13908.96138
103.69,13910.53234
103.72,13915.2412
103.76,13921.52179
103.8,13927.80141
103.84,13934.0791
103.88,13940.35827
103.92,13946.63877
103.96,13952.91882
104,13959.19718
104.04,13965.47546
104.08,13971.75552
104.12,13978.03613
104.16,13984.31552
104.2,13990.59296
104.24,13996.87241
104.28,14003.15296
104.32,14009.43284
104.36,14015.7109
104.4,14021.98954
104.44,14028.26987
104.48,14034.55128
104.52,14040.82904
104.56,14047.10678
104.6,14053.38672
104.64,14059.66734
104.68,14065.94705
104.72,14072.22488
104.76,14078.5039
104.795,14084.0011
104.8,14084.78545
104.84,14091.06447
104.88,14097.34289
104.88,14097.34289
104.92,14103.62122
104.96,14109.90132
105,14116.18194
105.04,14122.46137
105.08,14128.7389
105.12,14135.01835
105.16,14141.29882
105.16,14141.29882
105.19,14146.00805
105.2,14147.57875
105.24,14153.85696
105.28,14160.13551
105.32,14166.41572
105.36,14172.69632
105.4,14178.97534
105.44,14185.25292
105.48,14191.53257
105.52,14197.81314
105.56,14204.0929
105.6,14210.37084
105.64,14216.64977
105.68,14222.93026
105.72,14229.21051
105.76,14235.48908
105.8,14241.76714
105.84,14248.04705
105.88,14254.3276
105.92,14260.60721
105.96,14266.88486
106,14273.16474
106.04,14279.44448
106.07,14284.15401
106.08,14285.72467
106.12,14292.00314
106.16,14297.97822
106.2,14303.76875
106.24,14308.78062
106.28,14312.22311
106.32,14313.43844
106.36,14313.69305
106.4,14314.16918
106.44,14315.3403
106.48,14316.83071
106.52,14318.38256
106.56,14319.95354
106.6,14321.61974
106.64,14323.40968
106.68,14325.32415
106.72,14327.40143
106.76,14330.02145
106.8,14333.73845
106.84,14338.11237
106.88,14342.642
106.92,14347.12621
106.96,14351.67144
107,14356.6206
107.04,14362.14204
107.08,14367.96965
107.12,14373.85791
107.16,14379.77412
107.2,14385.70853
107.24,14391.64693
107.28,14397.55996
107.32,14403.43283
107.36,14409.41022
107.4,14415.43213
107.44,14421.43389
107.48,14427.44256
107.52,14433.48291
107.56,14439.55854
107.6,14445.66637
107.64,14451.80025
107.68,14457.95442
107.72,14464.1254
107.76,14470.31062
107.8,14476.50748
107.84,14482.71345
107.88,14488.94716
107.92,14495.19976
107.9525,14500.28768
107.96,14501.4614
108,14507.72795
108.04,14513.99824
108.08,14520.27132
108.12,14526.54914
108.16,14532.83135
108.1929688,14538.00506
108.2,14539.10961
108.24,14545.3892
108.28,14551.66803
108.32,14557.94597
108.36,14564.2218
108.4,14570.49667
108.4225,14574.02681
108.44,14576.77135
108.48,14583.04681
108.52,14589.32211
108.56,14595.59737
108.6,14601.87224
108.63,14606.5798
108.64,14608.14824
108.66,14611.28644
108.68,14614.42462
108.72,14620.7005
108.76,14626.97596
108.8,14633.25188
108.84,14639.52826
108.88,14645.80496
108.92,14652.08142
108.96,14658.35772
108.96875,14659.73117
108.98875,14662.87003
109,14664.63485
109.04,14670.91241
109.08,14677.18927
109.12,14683.46587
109.16,14689.74264
109.2,14696.02042
109.24,14702.2986
109.2475,14703.47564
109.28,14708.57587
109.2975,14711.32276
109.32,14714.853
109.32875,14716.22647
109.34875,14719.3659
109.36,14721.13105
109.4,14727.40891
109.44,14733.68679
109.48,14739.9642
109.52,14746.24252
109.56,14752.52122
109.6,14758.7995
109.64,14765.07727
109.64,14765.07727
109.68,14771.35525
109.72,14777.63362
109.76,14783.91235
109.8,14790.19072
109.815,14792.54551
109.84,14796.4688
109.86625,14800.59003
109.88,14802.74767
109.92,14809.02688
109.96,14815.30536
110,14821.58347
110.04,14827.86159
110.08,14834.14066
110.12,14840.42012
110.125,14841.20498
110.16,14846.69862
110.2,14852.97688
110.20875,14854.35065
110.24,14859.25602
110.28,14865.53552
110.32,14871.81402
110.36,14878.09219
110.4,14884.37089
110.435,14889.86603
110.44,14890.65079
110.48,14896.92986
110.52,14903.20839
110.5375,14905.95596
110.56,14909.48696
110.6,14915.76583
110.64,14922.04576
110.6420313,14922.36462
110.68,14928.32438
110.72,14934.60262
110.745,14938.52806
110.76,14940.88213
110.8,14947.16188
110.84,14953.44082
110.846875,14954.52013
110.88,14959.71928
110.92,14965.9977
110.96,14972.27711
111,14978.5566
111.04,14984.83552
111.08,14991.11418
111.10625,14995.23568
111.12,14997.43551
111.1532389,15002.58214
111.16,15003.42946
111.2,15007.15001
111.24,15008.38873
111.28,15007.54496
111.32,15006.2865
111.36,15005.67281
111.4,15006.02211
111.44,15007.14601
111.48,15008.64826
111.52,15010.30583
111.56,15012.09201
111.6,15014.07344
111.64,15016.2888
111.68,15018.73359
111.71,15020.69506
111.72,15021.37268
111.76,15024.19361
111.8,15027.20836
111.84,15030.47297
111.88,15034.24227
111.92,15038.51607
111.96,15043.03382
112,15047.64816
112.04,15052.33998
112.08,15057.1309
112.12,15062.04183
112.16,15067.06933
112.2,15072.19838
112.24,15077.42774
112.28,15083.00163
112.32,15088.80464
112.36,15094.7013
112.4,15100.63797
112.4,15100.63797
112.44,15106.61541
112.4625,15110.00572
112.48,15112.6984
112.52,15118.95755
112.56,15125.24744
112.6,15131.55826
112.64,15137.87939
112.68,15144.17445
112.72,15150.46269
112.76,15156.74965
112.8,15163.03039
112.84,15169.3141
112.88,15175.61155
112.92,15181.93956
112.96,15188.32835
113,15194.72945
113.04,15201.14717
113.08,15207.57026
113.12,15213.98895
113.16,15220.39948
113.2,15226.7976
113.24,15233.18803
113.2625,15236.77624
113.28,15239.56561
113.3108333,15244.4796
113.32,15245.93935
113.36,15252.30331
113.4,15258.66091
113.43,15263.43049
113.44,15265.01806
113.48,15271.37003
113.52,15277.71476
113.56,15284.05424
113.6,15290.39186
113.64,15296.72481
113.68,15303.05407
113.72,15309.37832
113.74125,15312.74044
113.76,15315.70128
113.8,15322.02284
113.84,15328.34004
113.88,15334.65256
113.88,15334.65256
113.92,15340.96385
113.96,15347.27455
114,15353.58462
114,15353.58462
114.04,15359.88983
114.08,15366.19235
114.12,15372.4959
114.16,15378.79908
114.2,15385.09795
114.24,15391.39495
114.28,15397.69151
114.32,15403.99001
114.36,15410.28589
114.3622917,15410.64651
114.4,15416.57882
114.44,15422.87019
114.48,15429.1624
114.52,15435.45738
114.56,15441.7469
114.6,15448.03512
114.64,15454.32509
114.68,15460.61588
114.72,15466.90477
114.76,15473.1907
114.8,15479.47693
114.84,15485.76431
114.88,15492.05209
114.92,15498.33848
114.9325,15500.30387
114.96,15504.62255
115,15510.90845
115.04,15517.19541
115.08,15523.47945
115.09,15525.04993
115.12,15529.76258
115.12,15529.76258
115.16,15536.04602
115.2,15542.33123
115.24,15548.61742
115.28,15554.89981
115.32,15561.18115
115.36,15567.46431
115.4,15573.74886
115.43,15578.46035
115.44,15580.03242
115.48,15586.31366
115.52,15592.59568
115.5525,15597.70349
115.56,15598.88072
115.6,15605.16379
115.64,15611.44431
115.655,15613.80179
115.68,15617.72507
115.68875,15619.09986
115.72,15624.00755
115.76,15630.29104
115.8,15636.57333
115.84,15642.85336
115.8625,15646.39009
115.88,15649.13595
115.92,15655.41948
115.96,15661.70043
116,15667.98075
116.04,15674.26132
116.08,15680.54394
116.12,15686.82694
116.16,15693.10829
116.1725,15695.07254
116.2,15699.38777
116.2211111,15702.70471
116.24,15705.78707
116.28,15712.59596
116.3024874,15716.55785
116.32,15719.55228
116.36,15725.50684
116.4,15729.38784
116.44,15731.68391
116.48,15733.59148
116.52,15735.98862
116.56,15739.1383
116.6,15742.70839
116.64,15746.34217
116.68,15749.90508
116.72,15753.43756
116.76,15757.0185
116.8,15760.68343
116.84,15764.42533
116.88,15768.2476
116.92,15772.15114
116.96,15776.17206
117,15780.50616
117.04,15785.22177
117.06,15787.66961
117.08,15790.14619
117.11,15793.8891
117.12,15795.13847
117.16,15800.15256
117.2,15805.20635
117.24,15810.32147
117.28,15815.50001
117.32,15820.7397
117.36,15826.042
117.4,15831.40106
117.44,15836.81444
117.48,15842.28609
117.52,15847.81283
117.56,15853.39396
117.6,15859.08707
117.64,15864.99056
117.67,15869.51057
117.68,15871.02466
117.72,15877.10537
117.76,15883.2049
117.8,15889.3218
117.84,15895.45866
117.88,15901.61463
117.92,15907.7887
117.96,15913.97758
118,15920.18255
118.04,15926.40288
118.08,15932.65152
118.12,15938.89108
118.16,15945.14101
118.18,15948.27162
118.2,15951.40259
118.24,15957.66141
118.28,15963.9174
118.32,15970.16732
118.36,15976.41565
118.4,15982.65724
118.44,15988.90383
118.48,15995.15022
118.52,16001.3998
118.56,16007.65569
118.6,16013.91452
118.64,16020.17291
118.68,16026.432
118.72,16032.69475
118.74,16035.82686
118.76,16038.95976
118.8,16045.22505
118.84,16051.48962
118.88,16057.75679
118.92,16064.02643
118.96,16070.29652
119,16076.56577
119.04,16082.8357
119.08,16089.10831
119.12,16095.3822
119.16,16101.65547
119.2,16107.92732
119.24,16114.20182
119.28,16120.47795
119.28,16120.47795
119.32,16126.75388
119.36,16133.02835
119.4,16139.30383
119.44,16145.58147
119.48,16151.85974
119.52,16158.13644
119.56,16164.41223
119.6,16170.69046
119.64,16176.96983
119.68,16183.24854
119.72,16189.52556
119.76,16195.80397
119.8,16202.08417
119.84,16208.36408
119.88,16214.64238
119.92,16220.92054
119.93,16222.49141
119.96,16227.20083
120,16233.48182
120.04,16239.76169
120.08,16246.03978
120.12,16252.31991
120.16,16258.60115
120.2,16264.88193
120.24,16271.16104
120.24,16271.16104
120.28,16277.44052
120.32,16283.72183
120.36,16290.00361
120.4,16296.28388
120.44,16302.56254
120.48,16308.84346
120.52,16315.1254
120.56,16321.40654
120.6,16327.68586
120.64,16333.9662
120.68,16340.24819
120.72,16346.53004
120.76,16352.8101
120.78,16355.95064
120.8,16359.08959
120.84,16365.37128
120.88,16371.65509
120.92,16377.94052
120.96,16384.22779
121,16390.52105
121.04,16396.82078
121.08,16403.12566
121.12,16409.43549
121.16,16415.75375
121.2,16422.08971
121.24,16428.45921
121.28,16434.85858
121.32,16441.2795
121.32,16441.2795
121.36,16447.72419
121.4,16454.19163
121.44,16460.67945
121.48,16467.18641
121.52,16473.71571
121.56,16480.2663
121.6,16486.8359
121.64,16493.42316
121.68,16500.03154
121.72,16506.67749
121.76,16513.36996
121.8,16520.09813
121.84,16526.85365
121.88,16533.63529
121.92,16540.43922
121.94,16543.84589
121.96,16547.26114
122,16554.09683
122.02,16557.5204
122.04,16560.94345
122.08,16567.79899
122.12,16574.65846
122.16,16581.51485
122.2,16588.36609
122.24,16595.22173
122.28,16602.06739
122.32,16608.87225
122.36,16615.6059
122.4,16622.24163
122.44,16628.74881
122.48,16635.07856
122.48,16635.07856
122.52,16641.13924
122.56,16646.86288
122.6,16652.3677
122.64,16656.86537
122.68,16661.12131
122.6955215,16663.13147
122.72,16666.45284
122.7563968,16671.33307
122.76,16671.81054
122.76773,16672.83444
122.8,16677.07776
122.84,16682.38367
122.88,16687.90506
122.9192772,16692.90198
122.92,16692.99406
122.96,16698.93518
122.9959911,16703.99212
123,16704.51574
123.0202975,16707.19161
123.04,16710.00449
123.08,16715.71086
123.1146156,16719.18213
123.12,16719.62084
123.16,16725.20297
123.1776279,16727.62316
123.2,16730.42187
123.2075312,16731.32922
123.2257613,16733.51538
123.24,16735.49435
123.28,16741.08574
123.291468,16742.32531
123.3097266,16743.58361
123.32,16744.48134
123.36,16749.99123
123.3623146,16750.31971
123.4,16755.00978
123.4033796,16755.35826
123.44,16759.73312
123.48,16765.43103
123.4928827,16766.72386
123.52,16768.44006
123.56,16773.88807
123.5725088,16775.64163
123.6,16778.86239
123.6019893,16779.04426
123.6157749,16780.16704
123.6262159,16781.42714
123.64,16783.3159
123.68,16789.00744
123.7034661,16790.7651
123.72,16792.0537
123.76,16797.60505
123.76,16797.60505
123.7989151,16802.28302
123.8,16802.37317
123.8209078,16804.42825
123.84,16807.06596
123.88,16812.48449
123.8867069,16813.08826
123.9007118,16813.83242
123.92,16815.56967
123.9554482,16820.50927
123.96,16821.12242
123.9938524,16825.05159
124,16825.53626
124.018381,16827.60053
124.04,16830.59217
124.08,16835.66343
124.0943262,16836.49994
124.12,16838.7368
124.16,16844.28284
124.1911079,16847.84493
124.2,16848.48348
124.24,16853.56978
124.28,16858.65918
124.2936929,16859.37305
124.32,16861.6597
124.36,16867.23985
124.3912606,16870.84841
124.4,16871.42706
124.4062426,16871.97932
124.4195827,16873.53285
124.44,16876.39247
124.48,16881.67876
124.4847054,16882.03588
124.4963064,16882.53024
124.52,16884.67024
124.5540212,16889.48153
124.56,16890.30107
124.5842121,16893.31155
124.5951979,16894.23942
124.6,16894.54735
124.64,16899.64071
124.68,16904.82226
124.6832412,16905.06579
124.72,16907.86886
124.7505635,16912.2183
124.76,16913.4953
124.7889734,16916.7979
124.8,16917.67636
124.8092631,16918.7574
124.84,16923.05942
124.88,16927.62727
124.8876127,16928.02015
124.92,16931.25834
124.96,16936.79912
124.9839137,16939.32925
124.9963907,16940.3396
125,16940.75393
125.04,16946.17375
125.0740332,16950.20317
125.08,16950.53711
125.12,16954.06455
125.1457,16957.77025
125.16,16959.71054
125.1823799,16962.06502
125.2,16963.53435
125.24,16968.97679
125.2766311,16973.33816
125.28,16973.51252
125.2894013,16973.79669
125.32,16976.79064
125.36,16982.5234
125.3843565,16985.16034
125.399155,16986.28082
125.4,16986.37356
125.4094668,16987.4913
125.44,16991.89735
125.4752617,16996.14268
125.48,16996.41457
125.4867466,16996.67317
125.52,17000.10309
125.5511708,17004.54172
125.56,17005.73686
125.5817695,17008.06308
125.6,17009.86745
125.6052883,17010.53276
125.64,17015.4563
125.68,17019.48849
125.6831381,17019.60088
125.72,17023.5323
125.7392332,17026.30331
125.76,17029.06677
125.777155,17030.81914
125.8,17033.13133
125.8035121,17033.53976
125.84,17038.70693
125.88,17042.43728
125.92,17046.71914
125.9378819,17049.30391
125.96,17052.22719
125.9763539,17053.81097
126,17056.30465
126.04,17061.92241
126.0670276,17064.94578
126.08,17065.47872
126.0818646,17065.51237
126.12,17069.76021
126.1372548,17072.26443
126.16,17075.28242
126.1747955,17076.7086
126.1887054,17077.96692
126.2,17079.43439
126.24,17085.07669
126.2658649,17087.92173
126.28,17088.41941
126.32,17092.99293
126.36,17098.45559
126.3710228,17099.52941
126.3996059,17102.75338
126.4,17102.79964
126.4248789,17106.42174
126.44,17108.54253
126.461601,17110.7957
126.48,17111.59484
126.52,17116.74791
126.5599471,17122.13103
126.56,17122.136
126.57157,17123.22736
126.5956638,17126.16319
126.6,17126.72181
126.64,17132.54833
126.6577051,17134.27042
126.6682727,17134.68549
126.68,17135.60453
126.72,17141.37209
126.7317125,17143.02519
126.7590725,17146.59187
126.76,17146.69612
126.773636,17148.42201
126.8,17152.34412
126.84,17157.75456
126.846666,17158.28499
126.88,17161.22287
126.92,17167.1439
126.939951,17169.96738
126.9499637,17171.3368
126.96,17173.04118
127,17179.40009
127.0322664,17183.2231
127.04,17183.70068
127.08,17188.90003
127.0966966,17191.34351
127.12,17194.60346
127.126892,17195.67185
127.16,17201.26423
127.2,17206.74809
127.24,17211.06303
127.2750165,17216.30166
127.28,17216.90846
127.3034928,17220.45284
127.3134949,17222.31452
127.32,17223.64847
127.36,17230.39305
127.3908517,17233.87861
127.4,17234.72535
127.44,17240.18437
127.48,17245.46143
127.4892902,17247.01225
127.52,17251.71129
127.56,17256.35304
127.5826435,17258.49017
127.6,17260.19722
127.6345496,17264.21351
127.64,17264.73256
127.675558,17268.43612
127.68,17268.87817
127.72,17272.85576
127.76,17276.37158
127.8,17282.82366
127.84,17289.67694
127.88,17297.22104
127.92,17305.2109
127.96,17313.26276
128,17321.13057
128.0165259,17324.28808
128.04,17328.62148
128.08,17335.41065
128.12,17341.23585
128.16,17346.11789
128.2,17350.18131
128.24,17353.73909
128.28,17356.78371
128.32,17359.17236
128.36,17361.03608
128.4,17362.47124
128.44,17363.53729
128.48,17364.28999
128.52,17364.78551
128.56,17365.0923
128.6,17365.31008
128.6151563,17365.39984
128.64,17366.44443
128.68,17370.51505
128.72,17376.22585
128.76,17382.46494
128.76,17382.46494
128.8,17388.76139
128.835,17394.25209
128.84,17395.03512
128.88,17401.29588
128.88,17401.29588
128.9,17404.42658
128.92,17407.55832
128.96,17413.825
129,17420.09381
129.04,17426.36328
129.08,17432.63355
129.12,17438.90392
129.1525,17443.99844
129.16,17445.17442
129.2,17451.44557
129.24,17457.71705
129.28,17463.98924
129.32,17470.26174
129.36,17476.53425
129.36,17476.53425
129.4,17482.80776
129.44,17489.08167
129.48,17495.35535
129.52,17501.62915
129.56,17507.9033
129.6,17514.17808
129.64,17520.45325
129.68,17526.72838
129.72,17533.0037
129.76,17539.27955
129.8,17545.55535
129.84,17551.83124
129.88,17558.1072
129.92,17564.38338
129.93,17565.95252
129.96,17570.66033
129.98125,17573.99461
130,17576.93726
130.0325,17582.03679
130.04,17583.21391
130.08,17589.49067
130.12,17595.76757
130.12,17595.76757
130.16,17602.04465
130.2,17608.32177
130.2,17608.32177
130.24,17614.59868
130.28,17620.87623
130.32,17627.15399
130.3458333,17631.20795
130.36,17633.43127
130.4,17639.70839
130.4,17639.70839
130.44,17645.9856
130.48,17652.26324
130.52,17658.54108
130.56,17664.81871
130.6,17671.09631
130.6022917,17671.45601
130.64,17677.37426
130.68,17683.65235
130.68875,17685.02544
130.72,17689.93004
130.74,17693.06861
130.76,17696.20761
130.8,17702.48526
130.84,17708.76334
130.88,17715.04173
130.92,17721.31976
130.96,17727.59758
131,17733.87544
131,17733.87544
131.04,17740.15306
131.08,17746.42832
131.12,17752.7018
131.16,17758.97438
131.2,17765.24426
131.24,17771.51214
131.28,17777.77466
131.32,17784.03208
131.36,17790.27972
131.4,17796.51975
131.44,17802.74775
131.48,17808.96565
131.52,17815.18427
131.56,17821.3465
131.6,17827.49446
131.64,17833.65512
131.68,17839.76738
131.72,17845.85953
131.76,17851.95583
131.8,17858.05164
131.84,17864.14098
131.88,17870.21286
131.92,17876.27797
131.96,17882.35923
132,17888.39767
132.04,17894.38557
132.08,17900.38469
132.12,17906.63901
132.1221876,17906.97556
132.16,17912.69264
132.2,17918.72127
132.24,17924.76127
132.28,17930.80394
132.32,17936.84159
132.36,17942.83857
132.4,17948.77872
132.44,17954.66483
132.48,17960.51109
132.52,17966.33152
132.56,17972.15382
132.6,17977.90276
132.64,17983.5662
132.68,17989.20767
132.72,17994.84427
132.76,18000.48542
132.8,18006.3389
132.84,18012.60815
132.88,18017.78104
132.92,18022.36581
132.96,18026.74369
133,18030.71317
133.04,18034.15707
133.08,18037.34304
133.12,18040.3606
133.16,18043.14752
133.2,18045.56577
133.24,18047.3455
133.28,18047.91538
133.3147021,18046.73034
133.32,18046.76133
133.3336942,18048.78168
133.36,18054.4208
133.4,18060.92703
133.44,18067.0986
133.48,18074.28057
133.52,18080.80433
133.56,18087.11397
133.6,18093.45908
133.64,18099.79492
133.68,18106.11687
133.72,18112.43466
133.76,18118.74958
133.8,18125.06064
133.84,18131.36732
133.88,18137.67329
133.92,18143.97873
133.96,18150.28187
134,18156.58172
134.04,18162.87996
134.08,18169.17874
134.12,18175.47686
134.16,18181.77254
134.2,18188.06515
134.24,18194.35889
134.28,18200.6528
134.28,18200.6528
134.32,18206.94519
134.36,18213.23494
134.4,18219.52456
134.44,18225.8153
134.48,18232.10569
134.52,18238.39363
134.56,18244.67985
134.6,18250.96774
134.64,18257.25606
134.68,18263.54307
134.72,18269.8278
134.76,18276.11337
134.8,18282.40019
134.84,18288.68625
134.88,18294.97027
134.92,18301.25375
134.96,18307.53541
135,18313.48498
135.04,18319.29783
135.08,18324.64827
135.12,18327.60705
135.16,18328.86551
135.2,18330.08449
135.24,18331.75596
135.28,18333.7444
135.32,18335.87137
135.36,18338.24173
135.4,18341.21073
135.44,18344.50739
135.48,18347.94006
135.52,18351.4631
135.56,18355.1313
135.6,18359.12531
135.64,18363.82745
135.68,18368.63805
135.72,18373.56202
135.76,18378.57941
135.8,18383.63537
135.84,18388.71169
135.88,18393.80128
135.92,18399.36795
135.96,18405.40514
136,18411.48863
136.04,18417.58974
136.0708333,18422.28799
136.08,18423.68455
136.12,18429.7683
136.16,18435.86502
136.2,18441.99529
136.24,18448.14917
136.28,18454.31798
136.32,18460.4973
136.36,18466.68903
136.4,18472.8868
136.44,18479.1021
136.48,18485.34911
136.52,18491.61139
136.56,18497.88427
136.6,18504.16336
136.64,18510.44496
136.68,18516.72764
136.72,18523.0148
136.75,18527.72908
136.76,18529.30049
136.8,18535.58411
136.84,18541.86479
136.87,18546.57535
136.88,18548.145
136.92,18554.42564
136.96,18560.70511
137,18566.9842
137.04,18573.26348
137.05,18574.83357
137.08,18579.54337
137.12,18585.82337
137.16,18592.10298
137.18,18595.24273
137.2,18598.38214
137.24,18604.66202
137.28,18610.94217
137.32,18617.22205
137.36,18623.50144
137.4,18629.78116
137.44,18636.06148
137.48,18642.34184
137.49,18643.91162
137.52,18648.62166
137.56,18654.90133
137.6,18661.1831
137.64,18667.46838
137.68,18673.75723
137.72,18680.04638
137.76,18686.3409
137.8,18692.63776
137.84,18698.94497
137.88,18705.25514
137.92,18711.56458
137.96,18717.90196
138,18724.27228
138.04,18730.66145
138.08,18737.06647
138.12,18743.48728
138.16,18749.92255
138.2,18756.37171
138.24,18762.83467
138.28,18769.31172
138.32,18775.80133
138.36,18782.30645
138.4,18788.83136
138.44,18795.40002
138.48,18802.04767
138.52,18808.84835
138.56,18815.81147
138.6,18822.92761
138.64,18830.19936
138.68,18837.62654
138.72,18845.19806
138.76,18852.89558
138.8,18860.73452
138.84,18868.82433
138.88,18877.29063
138.92,18885.90716
138.96,18892.79433
139,18899.56935
139.04,18906.39261
139.08,18913.16641
139.12,18919.48043
139.16,18925.68958
139.2,18931.0871
139.24,18933.90668
139.28,18935.37601
139.32,18936.98162
139.36,18938.98202
139.4,18941.20351
139.44,18943.54483
139.48,18946.23553
139.52,18949.52192
139.56,18953.06154
139.6,18956.6564
139.64,18960.30253
139.68,18964.05435
139.72,18968.2371
139.76,18973.10754
139.8,18978.06421
139.84,18983.11409
139.88,18988.2289
139.92,18993.37695
139.96,18998.54817
140,19004.40228
140.04,19010.35059
140.08,19015.70766
140.12,19020.22611
140.16,19023.40494
140.2,19025.18511
140.24,19026.61989
140.28,19028.41956
140.32,19030.66028
140.36,19033.18301
140.4,19035.90292
140.44,19038.80608
140.48,19042.09058
140.52,19045.94606
140.53,19046.97705
140.56,19050.15146
140.6,19054.4993
140.64,19058.9452
140.68,19063.49571
140.72,19068.16098
140.76,19072.94386
140.8,19077.85568
140.84,19082.90671
140.88,19088.09346
140.92,19093.4004
140.96,19098.80355
141,19104.29549
141.04,19109.87376
141.08,19115.58011
141.12,19121.5848
141.16,19127.80171
